0.653898315,0.002032146,2
0.362471906,-0.009275096,1
0.267807562,0.02807685,1
0.302094386,0.026374203,1
0.284050859,0.038658368,1
0.301512558,0.042727754,1
0.30676176,0.049881239,1
0.352705826,0.051414344,1
0.319355107,0.064802028,1
0.493773672,0.057687128,1
0.29517399,0.083456821,1
0.341255443,0.089790823,1
0.40709014,0.098515633,1
0.273946769,0.107100467,1
0.356568025,0.118477277,1
0.376934982,0.129868629,1
0.334836575,0.136199978,1
0.304059468,0.141796651,1
0.210260866,0.136044429,1
0.320638193,0.162599195,1
0.320957053,0.172240489,1
0.295155425,0.175826611,1
0.423866627,0.219519047,1
0.301244037,0.196265965,1
0.290353718,0.202528845,1
0.347575575,0.232647723,1
0.345043197,0.243404616,1
0.309787213,0.240645497,1
0.354754678,0.272058483,1
0.339702656,0.277801946,1
0.357841693,0.300064111,1
0.332571698,0.300136127,1
0.262294952,0.27258261,1
0.274996594,0.291991024,1
0.30702732,0.325558066,1
0.212756466,0.273996263,1
0.244017441,0.308119353,1
0.240448642,0.318218073,1
0.263235459,0.350346791,1
0.268204364,0.369747292,1
0.241809535,0.361660084,1
0.247464371,0.382820119,1
0.212071396,0.363635046,1
0.222385991,0.390702744,1
0.212842825,0.397497781,1
0.225322448,0.430644115,1
0.202651171,0.422351602,1
0.178413966,0.410265255,1
0.166572813,0.413559044,1
0.142667761,0.39857667,1
0.149819935,0.430263693,1
0.16925063,0.485820477,1
0.14252213,0.465464781,1
0.10744484,0.425921302,1
0.139776901,0.516929275,1
0.114856589,0.496080189,1
0.078442868,0.444749461,1
0.075514159,0.468760529,1
0.079267996,0.514295225,1
0.04405185,0.452406038,1
0.063694794,0.55511037,1
0.045721711,0.544684006,1
0.028165908,0.532984042,1
0.007471778,0.503962714,1
-0.003137899,0.517218815,1
-0.012124219,0.543722785,1
-0.032246616,0.502674005,1
-0.050129491,0.461721382,1
-0.062028085,0.462327456,1
-0.065044397,0.599851386,1
-0.086250312,0.456201975,1
-0.09675887,0.563923026,1
-0.110013069,0.451148026,1
-0.122736827,0.47234481,1
-0.134682512,0.463406235,1
-0.151428276,0.51059213,1
-0.167619591,0.530982293,1
-0.179335779,0.511962791,1
-0.186328123,0.47031272,1
-0.208306592,0.514471501,1
-0.226267444,0.529275943,1
-0.231120677,0.488170404,1
-0.223614229,0.410310718,1
-0.26736573,0.511374089,1
-0.267484821,0.465474112,1
-0.292050249,0.492445571,1
-0.303526698,0.481540206,1
-0.337678475,0.524252313,1
-0.314502886,0.435314416,1
-0.312592913,0.40023615,1
-0.334185308,0.413540948,1
-0.350314082,0.414572536,1
-0.394110001,0.461359396,1
-0.352336165,0.36544513,1
-0.366003777,0.362638788,1
-0.410993692,0.403874368,1
-0.407825762,0.374841706,1
-0.499989409,0.469693702,1
-0.415073532,0.33906038,1
-0.433440732,0.339352836,1
-0.517507,0.410334701,1
-0.469067063,0.335730521,1
-0.49357101,0.339172704,1
-0.477922372,0.303591926,1
-0.545882552,0.344571486,1
-0.468735294,0.258008853,1
-0.551178618,0.306426318,1
-0.532991312,0.272424097,1
-0.565037166,0.276601372,1
-0.592846135,0.276043515,1
-0.555529613,0.232219703,1
-0.590859668,0.235659246,1
-0.612808448,0.2294773,1
-0.546368384,0.174789237,1
-0.63827317,0.20479374,1
-0.606361973,0.170762215,1
-0.684612614,0.187724051,1
-0.623149169,0.142838521,1
-0.631899191,0.128714178,1
-0.70250906,0.1361065,1
-0.596392633,0.082600226,1
-0.632576158,0.077284203,1
-0.594833141,0.050391838,1
-0.678775636,0.054880515,1
-0.62056201,0.024743387,1
-0.697746168,0.022991241,1
-0.723902188,0.009109316,1
-0.604613224,-0.025390615,1
-0.757249119,-0.024574427,1
